message,label
sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss,0
seen who back holby,0
much textin bout,0
goodmorning today late ltdecimalgt min,0
hair cream shipped,0
know god created gap finger one made come amp fill gap holding hand love,0
first time everything,0
claire havin borin time alone u wan na cum nite chat hope c u luv claire xx calls£minmoremobsemspoboxpowa,1
congratulation thanks good friend u £ xmas prize claim easy call p per minute btnationalrate,1
ok much though hm friday cant wait dunno wot hell im gon na another week become slob oh wait already done,0
ok tell stay yeah tough optimistic thing improve month,0
tone club sub expired resub reply monoc mono polyc polys weekly p per week txt stop stop msg free stream,1
alex know guy sell mids he south tampa dont think could set like,0
good afternoon boytoy go walking day get police abstract still wake miss babe,0
ok lor msg b u call,0
ok go change also,0
would really appreciate call need someone talk,0
sound good finger make difficult type,0
dnt worryuse ice piece cloth packalso take tablet,0
felt sonot conveying reason ese,0
r outside already,0
cool time think get,0
ampm cost p,1
updatenow mths half price orange line rental minscall mobileupd calloptoutjq,1
im back amp packing car ill let know there room,0
haf u found feel stupid da v cam working,0
hey darlin pick u college u tell wen mt love pete xx,0
cant keep going never intention run choose rather keep room clean dont say visitor maybe thats best choice yes wanted embarassed maybe youd feel feel friend want drop buy say happened morning ive tried everything dont know else,0
alright ill head minute text meet,0
idk keep saying youre since moved keep butting head freedom v responsibility im tired much shit deal im barely keeping together get added,0
hi wlcome back wonder got eaten lion something nothing much,0
fyi im taking quick shower epsilon like ltgt min,0
need person give na,0
u find sitter kaitlyn sick slept day yesterday,0
thats cool gentleman treat dignity respect,0
booked ticket pongal,0
boo time u get u supposed take shopping today,0
ok askd u knw tht,0
u ned convince tht possible witot hurting feeling main,0
finish already yar keep saying mushy embarrassed ok,0
ü noe ben going,0
babe fucking love know fuck good hear voice need crave cant get enough adore ahmad kiss,0
minimum walk mile day,0
alright see bit,0
excellent thought misundrstud frnd knw u hate bt day wen ull knw truth ull hate urself gn,0
imagine finally get sink bath put pace maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck,0
sorry trouble u buy dad big small sat n sun thanx,0
sorryin meeting ill call later,0
although told u dat im baig face watch really like e watch u gave co fr u thanx everything dat uve done today im touched,0
package program well,0
aight close still around alexs place,0
dont talk ever ok word,0
hey ive booked pilate yoga lesson already haha,0
good evening ttyl,0
aiyah ok wat long got improve already wat,0
hope pee burn tonite,0
text doesnt reply let know log,0
hello site download song urgent pls,0
get ready ltgt inch pleasure,0
didnt hear,0
im really sorry wont b able fridayhope u find alternativehope yr term going ok,0
havent found way get another app phone eh go net cafe take job geeee need babe crave see,0
call didnt see facebook huh,0
u secret admirer looking make contact ufind rreveal think ur specialcall,1
hey hey werethe monkeespeople say monkeyaround howdy gorgeous howu doin foundurself jobyet sausagelove jen xxx,0
hope youre much fun without see u tomorrow love jess x,0
good think could send pix would love see top bottom,0
work mon thurs sat cant leh booked liao day u free,0
meeting u work tel shall work tomorrow,0
know dat feelin pete wuld get em nuther place nuther time mayb,0
especially since talk boston personal statement lol woulda changed realized said nyc say boston,0
come room come house co house still messy haha,0
webpage available,0
k give sec breaking ltgt cstore,0
hahahause brain dear,0
fri ah okie lorgoin drivin den go shoppin tt,0
abj serving staying dad alone,0
win winner mr foley ipod exciting prize soon keep eye ur mobile visit wwwwincouk,1
already one guy loving,0
hey tmr meet bugis,0
perhaps much easy give account identification tomorrow uni,0
alex say he ok ok,0
u switch fone dammit,0
smith waste dai wan na gayle,0
aathiwhere dear,0
spoil bed well,0
making easy pay back ltgt yr say pay back earlier get,0
ok ur typical reply,0
yeah thats thought lem know anythings goin later,0
uworld site buying qbank buying self assessment also,0
valued vodafone customer computer picked win £ prize collect easy call,1
im always yahoo messenger send message ill get may send mobile mode sha ill get reply,0
good day mine really busy much tomorrow night,0
tap spile seven pub gas st broad st canal ok,0
every mondaynxt week vl completing,0
oh ki think wi nz player unsold,0
thats fine ill bitch later,0
aight ive set free think could text blake address occurs im quite sure im thought,0
dad gon na call get work ask crazy question,0
check room befor activity,0
asked call ok,0
got ta collect da car lei,0
dont hesitate know second time weakness like keep notebook eat day anything changed day sure nothing,0
say he quitting leasttimes day wudnt take much notice nah didnt mind gon na see want come taunton tonight u tell,0
edison rightly said fool ask question wise man answer know u speechless viva gmgngegnt,0
ya even cooky jelly,0
hey babe far spunout spk da mo dead da wrld sleeping da sofa day cool nytho tx fonin hon call mwen im bk frmcloud j x,0
valued customer pleased advise following recent review mob awarded £ bonus prize call,1
intrepid duo great time see soon,0
lei,0
make squeezed ltgt buck dad,0
yes come nyc audiitions trying relocate,0
hey galsu wan na meet dinner nìte,0
hi msg meim office,0
wnevr wana fal luv vth book bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,0
want custom officer discount oh,0
like shaking booty dance floor,0
hahahause brain dear,0
congrats mobile g videophones r call videochat wid mate play java game dload polyph music noline rentl,1
ugh long day im exhausted want cuddle take nap,0
glad talking,0
nice pub near frankie n benny near warner cinema,0
buy space invader chance win orig arcade game console press game arcade std wap charge see ocoukgames term setting purchase,1
,0
thanks lot wish birthday thanks making birthday truly memorable,0
oh got many responsibility,0
wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob,0
yes innocent fun,0
possible teach,0
got look scrumptious daddy want eat night long,0
well join ltgt bus,0
hot n horny willing live local text reply hear strt back p per msg netcollex ltdhelpdesk reply stop end,1
free top ringtone sub weekly ringtoneget st week freesend subpoly per weekstop sm,1
say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls,0
wont b trying sort house ok,0
kkwhere youhow performed,0
late,0
im good movie ok leave hourish,0
yep pretty sculpture,0
ya tel wats ur problem,0
pick ur fone u dumb,0
anything lor toa payoh got place walk meh,0
come mu sorting narcotic situation,0
head straight,0
latest nokia mobile ipod mp player £ proze guaranteed reply win norcorp ltd£mtmsgrcvd,1
shes fine sends greeting,0
hello baby get back mom setting computer filling belly go loverboy miss already sigh,0
dip cell dead coming u better respond else shall come back,0
latest news police station toilet stolen cop nothing go,1
shant disturb u anymore jia,0
know didt msg recently,0
one day crab running sea shorethe wave came n cleared footprint crab crab asked frnd r u clearing beautiful footprint wave replied fox following ur footprint catch thats cleared frndsship never let u dwn gud nyt,0
u mean u almost done done wif sleeping tot u going take nap yup send liao im picking ard smth lor,0
‘ look frying pan case ‘ cheap book perhaps ‘ silly frying pan ‘ likely book,0
guaranteed £ cash £ prizeto claim yr prize call customer service representative,1
flirting txt girl bloke ur name age eg girl zoe join get chatting,1
freeringtone reply real poly eg real pushbutton dontcha babygoodbye golddigger webeburnin st tone free u join £wk,1
