preprocessed_message,label
set place for me in your heart and not in your mind as the mind easily forgets but the heart will always remember wish you happy valentines day,0
are we doing the norm tomorrow finish just 415 cos of st tests need to sort library stuff out at some point tomo got letter from today access til end march so better get move on,0
aight text me when you are back at mu and will swing by need somebody to get the door for me,0
might come to kerala for daysso you can be prepared to take leave once finalise do not plan any travel during my visitneed to finish urgent works,0
this is long fuckin showr,0
that is cool how was your day,0
hmmm guess we can go kb power yoga haha do not know we can tahan power yoga anot thk got lo oso forgot liao,0
hi mobile no ltgt has added you in their contact list on wwwfullonsmscom it great place to send free sms to people for more visit fullonsmscom,0
8007 free for 1st week no1 nokia tone you are mob every week just txt nokia to 8007 get txting and tell you are mates wwwgetzedcouk pobox 36504 w4 5wq norm 150ptone 16,1
yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae so lyf is nt yet ovr chikkuali vargu lyfu meow meowd,0
am working technical support voice processnetworking field,0
how did you find out in way that did not include all of these details,0
we live in the next ltgt mins,0
yes we are chatting too,0
lol ok ill try to send be warned sprint is dead slow you will probably get it tomorrow,0
good morning pookie pie lol hope did not wake you up,0
so how is the weather over there,0
that is what love to hear see you sundayish then,0
no home work to do meh,0
and that is the problem you walk around in julianaland oblivious to what is going on around you say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do it is not that you do not know why am upsetit is that you do not listen when tell you what is going to upset me then you want to be surprised when am mad,0
ok you then,0
yeah we do totes when you want to,0
yeh am def up4 something satjust got payed2day havbeen given a£50 pay rise 4my work havebeen made preschoolcoordinator 2i am feelingood love,0
si si think ill go make those oreo truffles,0
nothing can,0
christmas is an occasion that is celebrated as reflection of you are values desires affectionsamp traditions have an ideal christmas,0
want explicit sex in 30 secs ring 02073162414 now costs 20pmin gsex pobox 2667 wc1n 3xx,1
will take care of it,0
here is your discount code rp176781 to stop further messages reply stop wwwregalportfoliocouk customer services 08717205546,1
life spend with someone for lifetime may be meaningless but few moments spent with someone who really love you means more than life itself,0
haha yeah see that now be there in sec,0
natalie 20f is inviting you to be her friend reply yes165 or no165 see her wwwsmsacyounatalie2k9 stop send stop frnd to 62468,1
you buy newspapers already,0
freemsg hey you just got of these videopic fones reply wild to this txt ill send you my pics hurry up am so bored at work xxx 18 150prcvd stop2stop,1
yep by the pretty sculpture,0
from to only my work timing,0
so pay first lar then when is da stock comin,0
ok can be later showing around 8830 if you want cld have drink before wld prefer not to spend money on nosh if you do not mind as doing that nxt wk,0
was doing my test earlier appreciate you will call you tomorrow,0
sexy sexy cum and text me am wet and warm and ready for some porn you up for some fun this message is free recd msgs 150p inc vat cancel text stop,1
wat time are going to xins hostel,0
cheers for the card is it that time of year already,0
nevermind take you are time,0
erm thought the contract ran out the4th of october,0
oh kbut he is not big hitteranyway good,0
when are you going to ride your bike,0
please da call me any mistake from my side sorry da pls da goto doctor,0
yes started to send requests to make it but pain came back so am back in bed double coins at the factory too got to cash in all my nitros,0
nice waitshould you be texting right now am not going to pay your ticket ya know,0
happy new year to you and you are familymay this new year bring happiness stability and tranquility to you are vibrant colourful life,0
might come by tonight then if my class let us out early,0
tomorrow timin still da same wat cos got lesson until,0
there are many company tell me the language,0
sounds great are you home now,0
now only took tablets reaction morning only,0
december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on 08002986906,1
oh baby of the house how come you do not have any new pictures on facebook,0
where at were hungry too,0
where are youwhen wil you reach here,0
urgh coach hot smells of chip fat thanks again especially for the duvet not predictive text word,0
take care get well soon,0
no did not mean to post it wrote it and like so many other times have ritten stuff to you let it sit there it was what was feeling at the time was angry before left hit send then stop it was not there checked on my phone when got to my car it was not there you said you did not sleep you were bored so why would not that be the time to clean fold laundry etc at least make the bed,0
hi this is yijue can meet you at 11 tomorrow,0
pls give her the food preferably pap very slowly with loads of sugar you can take up to an hour to give it and then some water very very slowly,0
if let you do this want you in the house by 8am,0
get you are 1st ringtone free now reply to this message with tone gr8 top 20 tones to your phone every week just £150 per wk opt out send stop 08452810071 16,1
think that tantrums finished so yeah will be by at some point,0
will reach before ten morning,0
you come search tat vidnot finishd,0
it is not that you make me cry it is just that when all our stuff happens on top of everything else it pushes me over the edge you do not underdtand how often cry over my sorry sorry life,0
